SampleTimeUTC,Avg_PLT_CO2VentRate_TPH,Avg_CCS1_WHCO2InjPs_psi,Avg_CCS1_WHCO2InjTp_F,Avg_CCS1_ANPs_psi,Avg_CCS1_DH6325Ps_psi,Avg_CCS1_DH6325Tp_F,Avg_VW1_WBTbgPs_psi,Avg_VW1_Z05D6720Ps_psi,inj_diff
2009-10-02 13:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.600338,3052.275979,0.0
2009-10-02 14:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.591323,3052.28091,0.0
2009-10-02 15:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.616453,3052.297414,0.0
2009-10-02 16:00:00,20.54322052,700.6056386,63.64599616,149.0978279,3006.236123,117.5479186,2173.524406,3052.300267,0.0
2009-10-02 17:00:00,20.54322052,700.6056386,68.64807148,149.0978279,3006.236123,117.5479186,2173.538418,3052.334436,0.0
2009-10-02 18:00:00,20.54322052,700.6056386,72.2783205,149.0978279,3006.236123,117.5479186,2173.550067,3052.336983,0.0
2009-10-02 19:00:00,20.54322052,700.6056386,74.93444843,149.0978279,3006.236123,117.5479186,2173.52524,3052.27993,0.0
2009-10-02 20:00:00,20.54322052,700.6056386,76.91162148,149.0978279,3006.236123,117.5479186,2173.528465,3052.281256,0.0
2009-10-02 21:00:00,20.54322052,700.6056386,76.40698236,149.0978279,3006.236123,117.5479186,2173.480314,3052.298936,0.0
2009-10-02 22:00:00,20.54322052,700.6056386,74.2247317,149.0978279,3006.236123,117.5479186,2173.512828,3052.250216,0.0
2009-10-02 23:00:00,20.54322052,700.6056386,69.29882832,149.0978279,3006.236123,117.5479186,2173.517173,3052.250911,0.0
2009-10-03 00:00:00,20.54322052,700.6056386,62.46423327,149.0978279,3006.236123,117.5479186,2173.536829,3052.236625,0.0
2009-10-03 01:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.523871,3052.210994,0.0
2009-10-03 02:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.483624,3052.223932,0.0
2009-10-03 03:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.479205,3052.262944,0.0
2009-10-03 04:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.489042,3052.273466,0.0
2009-10-03 05:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.501467,3052.28114,0.0
2009-10-03 06:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.480581,3052.3177,0.0
2009-10-03 07:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.483655,3052.298291,0.0
2009-10-03 08:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.445618,3052.265525,0.0
2009-10-03 09:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.420555,3052.249205,0.0
2009-10-03 10:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.450281,3052.272471,0.0
2009-10-03 11:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.42807,3052.242999,0.0
2009-10-03 12:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.402726,3052.236499,0.0
2009-10-03 13:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.402806,3052.247953,0.0
2009-10-03 14:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.390877,3052.229938,0.0
2009-10-03 15:00:00,20.54322052,700.6056386,65.75425167,149.0978279,3006.236123,117.5479186,2173.455143,3052.238851,0.0
2009-10-03 16:00:00,20.54322052,700.6056386,72.82230396,149.0978279,3006.236123,117.5479186,2173.468162,3052.257281,0.0
2009-10-03 17:00:00,20.54322052,700.6056386,77.70755787,149.0978279,3006.236123,117.5479186,2173.442832,3052.251827,0.0
2009-10-03 18:00:00,20.54322052,700.6056386,80.97196223,149.0978279,3006.236123,117.5479186,2173.40859,3052.212984,0.0
2009-10-03 19:00:00,20.54322052,700.6056386,82.82059402,149.0978279,3006.236123,117.5479186,2173.455914,3052.172152,0.0
2009-10-03 20:00:00,20.54322052,700.6056386,83.59037018,149.0978279,3006.236123,117.5479186,2173.438375,3052.146086,0.0
2009-10-03 21:00:00,20.54322052,700.6056386,83.15724831,149.0978279,3006.236123,117.5479186,2173.455113,3052.14105,0.0
2009-10-03 22:00:00,20.54322052,700.6056386,80.58744075,149.0978279,3006.236123,117.5479186,2173.467259,3052.185714,0.0
2009-10-03 23:00:00,20.54322052,700.6056386,75.83402278,149.0978279,3006.236123,117.5479186,2173.428379,3052.163367,0.0
2009-10-04 00:00:00,20.54322052,700.6056386,69.57071711,149.0978279,3006.236123,117.5479186,2173.449782,3052.13879,0.0
2009-10-04 01:00:00,20.54322052,700.6056386,65.07254823,149.0978279,3006.236123,117.5479186,2173.437809,3052.158335,0.0
2009-10-04 02:00:00,20.54322052,700.6056386,61.00357873,149.0978279,3006.236123,117.5479186,2173.388615,3052.141722,0.0
2009-10-04 03:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.343502,3052.123092,0.0
2009-10-04 04:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.340169,3052.158834,0.0
2009-10-04 05:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.348499,3052.215224,0.0
2009-10-04 06:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.37029,3052.189638,0.0
2009-10-04 07:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.375706,3052.206783,0.0
2009-10-04 08:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.376446,3052.177683,0.0
2009-10-04 09:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.37325,3052.158293,0.0
2009-10-04 10:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.404683,3052.174913,0.0
2009-10-04 11:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.379624,3052.166066,0.0
2009-10-04 12:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.386855,3052.130554,0.0
2009-10-04 13:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.400374,3052.164561,0.0
2009-10-04 14:00:00,20.54322052,700.6056386,59.48966227,149.0978279,3006.236123,117.5479186,2173.394246,3052.131195,0.0
2009-10-04 15:00:00,20.54322052,700.6056386,67.87589305,149.0978279,3006.236123,117.5479186,2173.435146,3052.165708,0.0
2009-10-04 16:00:00,20.54322052,700.6056386,76.06363703,149.0978279,3006.236123,117.5479186,2173.431512,3052.200564,0.0
2009-10-04 17:00:00,20.54322052,700.6056386,82.16910566,149.0978279,3006.236123,117.5479186,2173.381091,3052.166144,0.0
2009-10-04 18:00:00,20.54322052,700.6056386,86.84781698,149.0978279,3006.236123,117.5479186,2173.411066,3052.164294,0.0
2009-10-04 19:00:00,20.54322052,700.6056386,88.44486122,149.0978279,3006.236123,117.5479186,2173.365517,3052.142664,0.0
2009-10-04 20:00:00,20.54322052,700.6056386,87.38321679,149.0978279,3006.236123,117.5479186,2173.302411,3052.145612,0.0
2009-10-04 21:00:00,20.54322052,700.6056386,87.92594217,149.0978279,3006.236123,117.5479186,2173.294151,3052.150802,0.0
2009-10-04 22:00:00,20.54322052,700.6056386,86.32413546,149.0978279,3006.236123,117.5479186,2173.355969,3052.140224,0.0
2009-10-04 23:00:00,20.54322052,700.6056386,82.40860748,149.0978279,3006.236123,117.5479186,2173.321751,3052.15085,0.0
2009-10-05 00:00:00,20.54322052,700.6056386,74.68704999,149.0978279,3006.236123,117.5479186,2173.307485,3052.112325,0.0
2009-10-05 01:00:00,20.54322052,700.6056386,68.78592726,149.0978279,3006.236123,117.5479186,2173.296901,3052.114366,0.0
2009-10-05 02:00:00,20.54322052,700.6056386,63.15140495,149.0978279,3006.236123,117.5479186,2173.264099,3052.158653,0.0
2009-10-05 03:00:00,20.54322052,700.6056386,65.45560516,149.0978279,3006.236123,117.5479186,2173.315529,3052.176036,0.0
2009-10-05 04:00:00,20.54322052,700.6056386,62.97782151,149.0978279,3006.236123,117.5479186,2173.297227,3052.191829,0.0
2009-10-05 05:00:00,20.54322052,700.6056386,59.23221382,149.0978279,3006.236123,117.5479186,2173.374597,3052.209322,0.0
2009-10-05 06:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.326746,3052.17455,0.0
2009-10-05 07:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.334113,3052.191166,0.0
2009-10-05 08:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.305931,3052.159448,0.0
2009-10-05 09:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.322361,3052.155155,0.0
2009-10-05 10:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.312901,3052.166622,0.0
2009-10-05 11:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.316292,3052.117607,0.0
2009-10-05 12:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.327159,3052.125824,0.0
2009-10-05 13:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.302747,3052.144167,0.0
2009-10-05 14:00:00,20.54322052,700.6056386,65.24906181,149.0978279,3006.236123,117.5479186,2173.323549,3052.180007,0.0
2009-10-05 15:00:00,20.54322052,700.6056386,73.64481366,149.0978279,3006.236123,117.5479186,2173.361621,3052.180452,0.0
2009-10-05 16:00:00,20.54322052,700.6056386,78.77616132,149.0978279,3006.236123,117.5479186,2173.263452,3052.146812,0.0
2009-10-05 17:00:00,20.54322052,700.6056386,82.78324159,149.0978279,3006.236123,117.5479186,2173.250401,3052.094116,0.0
2009-10-05 18:00:00,20.54322052,700.6056386,86.18534158,149.0978279,3006.236123,117.5479186,2173.220418,3052.135581,0.0
2009-10-05 19:00:00,20.54322052,700.6056386,88.65286986,149.0978279,3006.236123,117.5479186,2173.198275,3052.151396,0.0
2009-10-05 20:00:00,20.54322052,700.6056386,88.75907154,149.0978279,3006.236123,117.5479186,2173.24125,3052.151984,0.0
2009-10-05 21:00:00,20.54322052,700.6056386,87.73038502,149.0978279,3006.236123,117.5479186,2173.213072,3052.165538,0.0
2009-10-05 22:00:00,20.54322052,700.6056386,85.88651301,149.0978279,3006.236123,117.5479186,2173.190894,3052.140053,0.0
2009-10-05 23:00:00,20.54322052,700.6056386,81.69742635,149.0978279,3006.236123,117.5479186,2173.227144,3052.169631,0.0
2009-10-06 00:00:00,20.54322052,700.6056386,77.38309472,149.0978279,3006.236123,117.5479186,2173.25317,3052.174377,0.0
2009-10-06 01:00:00,20.54322052,700.6056386,75.2308733,149.0978279,3006.236123,117.5479186,2173.188477,3052.159717,0.0
2009-10-06 02:00:00,20.54322052,700.6056386,71.58780588,149.0978279,3006.236123,117.5479186,2173.183677,3052.196499,0.0
2009-10-06 03:00:00,20.54322052,700.6056386,71.46622575,149.0978279,3006.236123,117.5479186,2173.214168,3052.13772,0.0
2009-10-06 04:00:00,20.54322052,700.6056386,71.15201645,149.0978279,3006.236123,117.5479186,2173.248787,3052.186855,0.0
2009-10-06 05:00:00,20.54322052,700.6056386,68.67862733,149.0978279,3006.236123,117.5479186,2173.080111,3052.196755,0.0
2009-10-06 06:00:00,20.54322052,700.6056386,64.21744569,149.0978279,3006.236123,117.5479186,2173.121796,3052.195372,0.0
2009-10-06 07:00:00,20.54322052,700.6056386,61.49173737,149.0978279,3006.236123,117.5479186,2173.123667,3052.132345,0.0
2009-10-06 08:00:00,20.54322052,700.6056386,59.8196188,149.0978279,3006.236123,117.5479186,2173.106183,3052.146779,0.0
2009-10-06 09:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.115944,3052.167794,0.0
2009-10-06 10:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.123767,3052.140747,0.0
2009-10-06 11:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.14031,3052.125022,0.0
2009-10-06 12:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2173.16356,3052.147807,0.0
2009-10-06 13:00:00,20.54322052,700.6056386,59.44095624,149.0978279,3006.236123,117.5479186,2173.182509,3052.120197,0.0
2009-10-06 14:00:00,20.54322052,700.6056386,65.83866158,149.0978279,3006.236123,117.5479186,2173.17395,3052.132837,0.0
2009-10-06 15:00:00,20.54322052,700.6056386,73.65909589,149.0978279,3006.236123,117.5479186,2173.195089,3052.118583,0.0
2009-10-06 16:00:00,20.54322052,700.6056386,80.9598772,149.0978279,3006.236123,117.5479186,2173.133282,3052.134967,0.0
2009-10-06 17:00:00,20.54322052,700.6056386,85.67044875,149.0978279,3006.236123,117.5479186,2173.112982,3052.13124,0.0
2009-10-06 18:00:00,20.54322052,700.6056386,88.20829023,149.0978279,3006.236123,117.5479186,2173.114093,3052.143455,0.0
2009-10-06 19:00:00,20.54322052,700.6056386,89.86576188,149.0978279,3006.236123,117.5479186,2173.125966,3052.13831,0.0
2009-10-06 20:00:00,20.54322052,700.6056386,90.28726724,149.0978279,3006.236123,117.5479186,2173.095888,3052.138676,0.0
2009-10-06 21:00:00,20.54322052,700.6056386,89.31461347,149.0978279,3006.236123,117.5479186,2173.099072,3052.162455,0.0
2009-10-06 22:00:00,20.54322052,700.6056386,87.15616665,149.0978279,3006.236123,117.5479186,2173.109753,3052.175258,0.0
2009-10-06 23:00:00,20.54322052,700.6056386,82.66129322,149.0978279,3006.236123,117.5479186,2173.10154,3052.092684,0.0
2009-10-07 00:00:00,20.54322052,700.6056386,78.46378384,149.0978279,3006.236123,117.5479186,2173.076556,3052.112431,0.0
2009-10-07 01:00:00,20.54322052,700.6056386,74.88187434,149.0978279,3006.236123,117.5479186,2173.081252,3052.095079,0.0
2009-10-07 02:00:00,20.54322052,700.6056386,71.95951125,149.0978279,3006.236123,117.5479186,2173.074091,3052.095079,0.0
2009-10-07 03:00:00,20.54322052,700.6056386,70.77042452,149.0978279,3006.236123,117.5479186,2173.085087,3052.116115,0.0
2009-10-07 04:00:00,20.54322052,700.6056386,69.04483795,149.0978279,3006.236123,117.5479186,2173.043925,3052.187447,0.0
2009-10-07 05:00:00,20.54322052,700.6056386,67.12149792,149.0978279,3006.236123,117.5479186,2173.026965,3052.224215,0.0
2009-10-07 06:00:00,20.54322052,700.6056386,65.28202044,149.0978279,3006.236123,117.5479186,2172.95341,3052.164358,0.0
2009-10-07 07:00:00,20.54322052,700.6056386,63.96402909,149.0978279,3006.236123,117.5479186,2172.959497,3052.200201,0.0
2009-10-07 08:00:00,20.54322052,700.6056386,65.24796333,149.0978279,3006.236123,117.5479186,2173.033425,3052.168955,0.0
2009-10-07 09:00:00,20.54322052,700.6056386,64.96378352,149.0978279,3006.236123,117.5479186,2173.090279,3052.122416,0.0
2009-10-07 10:00:00,20.54322052,700.6056386,63.51285467,149.0978279,3006.236123,117.5479186,2173.059603,3052.138057,0.0
2009-10-07 11:00:00,20.54322052,700.6056386,62.25162554,149.0978279,3006.236123,117.5479186,2173.120542,3052.150079,0.0
2009-10-07 12:00:00,20.54322052,700.6056386,61.06986227,149.0978279,3006.236123,117.5479186,2173.165261,3052.136334,0.0
2009-10-07 13:00:00,20.54322052,700.6056386,65.59915953,149.0978279,3006.236123,117.5479186,2173.098987,3052.138039,0.0
2009-10-07 14:00:00,20.54322052,700.6056386,71.36881313,149.0978279,3006.236123,117.5479186,2173.134833,3052.071484,0.0
2009-10-07 15:00:00,20.54322052,700.6056386,77.02787062,149.0978279,3006.236123,117.5479186,2173.076823,3052.089382,0.0
2009-10-07 16:00:00,20.54322052,700.6056386,82.54080995,149.0978279,3006.236123,117.5479186,2173.043449,3052.155186,0.0
2009-10-07 17:00:00,20.54322052,700.6056386,85.62686946,149.0978279,3006.236123,117.5479186,2173.060354,3052.13905,0.0
2009-10-07 18:00:00,20.54322052,700.6056386,88.07645423,149.0978279,3006.236123,117.5479186,2173.081537,3052.149196,0.0
2009-10-07 19:00:00,20.54322052,700.6056386,89.58084888,149.0978279,3006.236123,117.5479186,2173.038804,3052.112087,0.0
2009-10-07 20:00:00,20.54322052,700.6056386,90.40042915,149.0978279,3006.236123,117.5479186,2173.024646,3052.072577,0.0
2009-10-07 21:00:00,20.54322052,700.6056386,89.66764145,149.0978279,3006.236123,117.5479186,2172.985107,3052.087286,0.0
2009-10-07 22:00:00,20.54322052,700.6056386,87.72415937,149.0978279,3006.236123,117.5479186,2172.984558,3052.128975,0.0
2009-10-07 23:00:00,20.54322052,700.6056386,83.73612245,149.0978279,3006.236123,117.5479186,2173.010087,3052.130992,0.0
2009-10-08 00:00:00,20.54322052,700.6056386,79.42874928,149.0978279,3006.236123,117.5479186,2172.997048,3052.139563,0.0
2009-10-08 01:00:00,20.54322052,700.6056386,76.90409114,149.0978279,3006.236123,117.5479186,2172.977118,3052.144389,0.0
2009-10-08 02:00:00,20.54322052,700.6056386,75.0254289,149.0978279,3006.236123,117.5479186,2172.958787,3052.106421,0.0
2009-10-08 03:00:00,20.54322052,700.6056386,73.27603951,149.0978279,3006.236123,117.5479186,2172.927706,3052.098366,0.0
2009-10-08 04:00:00,20.54322052,700.6056386,71.09745032,149.0978279,3006.236123,117.5479186,2172.939181,3052.089333,0.0
2009-10-08 05:00:00,20.54322052,700.6056386,70.30789992,149.0978279,3006.236123,117.5479186,2172.967458,3052.151699,0.0
2009-10-08 06:00:00,20.54322052,700.6056386,68.54093177,149.0978279,3006.236123,117.5479186,2172.964317,3052.136688,0.0
2009-10-08 07:00:00,20.54322052,700.6056386,68.88883209,149.0978279,3006.236123,117.5479186,2172.972286,3052.102531,0.0
2009-10-08 08:00:00,20.54322052,700.6056386,68.95072174,149.0978279,3006.236123,117.5479186,2172.908848,3052.168547,0.0
2009-10-08 09:00:00,20.54322052,700.6056386,67.61661568,149.0978279,3006.236123,117.5479186,2172.929193,3052.157827,0.0
2009-10-08 10:00:00,20.54322052,700.6056386,66.38980726,149.0978279,3006.236123,117.5479186,2172.864166,3052.15084,0.0
2009-10-08 11:00:00,20.54322052,700.6056386,65.97012939,149.0978279,3006.236123,117.5479186,2172.870705,3052.155054,0.0
2009-10-08 12:00:00,20.54322052,700.6056386,63.71353963,149.0978279,3006.236123,117.5479186,2172.894822,3052.116113,0.0
2009-10-08 13:00:00,20.54322052,700.6056386,66.04666942,149.0978279,3006.236123,117.5479186,2172.909776,3052.106655,0.0
2009-10-08 14:00:00,20.54322052,700.6056386,70.89933046,149.0978279,3006.236123,117.5479186,2172.884049,3052.09282,0.0
2009-10-08 15:00:00,20.54322052,700.6056386,75.48612239,149.0978279,3006.236123,117.5479186,2172.938863,3052.108677,0.0
2009-10-08 16:00:00,20.54322052,700.6056386,80.31241652,149.0978279,3006.236123,117.5479186,2172.90473,3052.11226,0.0
2009-10-08 17:00:00,20.54322052,700.6056386,83.90348059,149.0978279,3006.236123,117.5479186,2172.864691,3052.125092,0.0
2009-10-08 18:00:00,20.54322052,700.6056386,85.96671289,149.0978279,3006.236123,117.5479186,2172.830927,3052.088342,0.0
2009-10-08 19:00:00,20.54322052,700.6056386,87.83145962,149.0978279,3006.236123,117.5479186,2172.806006,3052.075702,0.0
2009-10-08 20:00:00,20.54322052,700.6056386,88.62430515,149.0978279,3006.236123,117.5479186,2172.866553,3052.104956,0.0
2009-10-08 21:00:00,20.54322052,700.6056386,87.52164453,149.0978279,3006.236123,117.5479186,2172.848574,3052.090653,0.0
2009-10-08 22:00:00,20.54322052,700.6056386,85.2899552,149.0978279,3006.236123,117.5479186,2172.841066,3052.110225,0.0
2009-10-08 23:00:00,20.54322052,700.6056386,81.14554621,149.0978279,3006.236123,117.5479186,2172.825134,3052.095292,0.0
2009-10-09 00:00:00,20.54322052,700.6056386,76.31229445,149.0978279,3006.236123,117.5479186,2172.798844,3052.115255,0.0
2009-10-09 01:00:00,20.54322052,700.6056386,72.91385695,149.0978279,3006.236123,117.5479186,2172.806761,3052.119558,0.0
2009-10-09 02:00:00,20.54322052,700.6056386,69.89225006,149.0978279,3006.236123,117.5479186,2172.79293,3052.086379,0.0
2009-10-09 03:00:00,20.54322052,700.6056386,68.38602505,149.0978279,3006.236123,117.5479186,2172.781051,3052.049672,0.0
2009-10-09 04:00:00,20.54322052,700.6056386,67.07817174,149.0978279,3006.236123,117.5479186,2172.785798,3052.067561,0.0
2009-10-09 05:00:00,20.54322052,700.6056386,65.32230345,149.0978279,3006.236123,117.5479186,2172.777728,3052.126719,0.0
2009-10-09 06:00:00,20.54322052,700.6056386,64.34855054,149.0978279,3006.236123,117.5479186,2172.77073,3052.060524,0.0
2009-10-09 07:00:00,20.54322052,700.6056386,62.85587352,149.0978279,3006.236123,117.5479186,2172.735158,3052.077173,0.0
2009-10-09 08:00:00,20.54322052,700.6056386,63.26969207,149.0978279,3006.236123,117.5479186,2172.759664,3052.114661,0.0
2009-10-09 09:00:00,20.54322052,700.6056386,62.10916974,149.0978279,3006.236123,117.5479186,2172.744983,3052.113214,0.0
2009-10-09 10:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2172.806252,3052.139431,0.0
2009-10-09 11:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2172.786558,3052.097831,0.0
2009-10-09 12:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2172.83406,3052.106006,0.0
2009-10-09 13:00:00,20.54322052,700.6056386,59.22305962,149.0978279,3006.236123,117.5479186,2172.79307,3052.111623,0.0
2009-10-09 14:00:00,20.54322052,700.6056386,64.56900829,149.0978279,3006.236123,117.5479186,2172.840983,3052.10049,0.0
2009-10-09 15:00:00,20.54322052,700.6056386,72.40592219,149.0978279,3006.236123,117.5479186,2172.820052,3052.132192,0.0
2009-10-09 16:00:00,20.54322052,700.6056386,79.44998964,149.0978279,3006.236123,117.5479186,2172.827195,3052.091805,0.0
2009-10-09 17:00:00,20.54322052,700.6056386,83.82364667,149.0978279,3006.236123,117.5479186,2172.760486,3052.08183,0.0
